rowNumber,status,carrierName,contactName,portLabel,normalizedPortLabel,resolvedOfficeName,officeConfidence,officeMatchReasons,vendorId,dbOfficeId,dbOfficeName,portId,portCode,portName,linkAction,notes,suggestions
7316,vendor_not_in_master,Messina LINE,Mahendra Kumar,Algiers,ALGIERS,,,,,,,,,,none,Carrier was not found in the Mumbai or Chennai carrier master sheets.,
7317,vendor_not_in_master,Messina LINE,Mahendra Kumar,Leixoes,LEIXOES,,,,,,,,,,none,Carrier was not found in the Mumbai or Chennai carrier master sheets.,
7318,vendor_not_in_master,Messina LINE,Mahendra Kumar,Setubal,SETUBAL,,,,,,,,,,none,Carrier was not found in the Mumbai or Chennai carrier master sheets.,
7319,vendor_not_in_master,Messina LINE,Mahendra Kumar,Alexandria,ALEXANDRIA,,,,,,,,,,none,Carrier was not found in the Mumbai or Chennai carrier master sheets.,
7320,vendor_not_in_master,Messina LINE,Mahendra Kumar,Tunis,TUNIS,,,,,,,,,,none,Carrier was not found in the Mumbai or Chennai carrier master sheets.,
7321,vendor_not_in_master,Messina LINE,Mahendra Kumar,Mersin,MERSIN,,,,,,,,,,none,Carrier was not found in the Mumbai or Chennai carrier master sheets.,
7322,vendor_not_in_master,Messina LINE,Mahendra Kumar,Iskenderun,ISKENDERUN,,,,,,,,,,none,Carrier was not found in the Mumbai or Chennai carrier master sheets.,
7323,vendor_not_in_master,Messina LINE,Mahendra Kumar,Genoa,GENOA,,,,,,,,,,none,Carrier was not found in the Mumbai or Chennai carrier master sheets.,
7324,vendor_not_in_master,Messina LINE,Mahendra Kumar,Naples,NAPLES,,,,,,,,,,none,Carrier was not found in the Mumbai or Chennai carrier master sheets.,
7325,vendor_not_in_master,Navexel,FAIZ Surthi,Loas Angeles,LOAS ANGELES,,,,,,,,,,none,Carrier was not found in the Mumbai or Chennai carrier master sheets.,
7326,vendor_not_in_master,Navexel,FAIZ Surthi,Long Beach,LONG BEACH,,,,,,,,,,none,Carrier was not found in the Mumbai or Chennai carrier master sheets.,
7327,vendor_not_in_master,Navexel,FAIZ Surthi,New York,NEW YORK,,,,,,,,,,none,Carrier was not found in the Mumbai or Chennai carrier master sheets.,
7328,vendor_not_in_master,Navexel,FAIZ Surthi,Savannah,SAVANNAH,,,,,,,,,,none,Carrier was not found in the Mumbai or Chennai carrier master sheets.,
7329,vendor_not_in_master,Navexel,FAIZ Surthi,Houston,HOUSTON,,,,,,,,,,none,Carrier was not found in the Mumbai or Chennai carrier master sheets.,
7330,vendor_not_in_master,Navexel,FAIZ Surthi,Norfolk,NORFOLK,,,,,,,,,,none,Carrier was not found in the Mumbai or Chennai carrier master sheets.,
7331,vendor_not_in_master,Navexel,FAIZ Surthi,Oakland,OAKLAND,,,,,,,,,,none,Carrier was not found in the Mumbai or Chennai carrier master sheets.,
7332,vendor_not_in_master,Navexel,FAIZ Surthi,Charleston,CHARLESTON,,,,,,,,,,none,Carrier was not found in the Mumbai or Chennai carrier master sheets.,
7333,vendor_not_in_master,Navexel,FAIZ Surthi,Miami,MIAMI,,,,,,,,,,none,Carrier was not found in the Mumbai or Chennai carrier master sheets.,
7334,vendor_not_in_master,Navexel,FAIZ Surthi,Jebel Ali,JEBEL ALI,,,,,,,,,,none,Carrier was not found in the Mumbai or Chennai carrier master sheets.,
7335,vendor_not_in_master,Navexel,FAIZ Surthi,Khalifa,KHALIFA,,,,,,,,,,none,Carrier was not found in the Mumbai or Chennai carrier master sheets.,
7336,vendor_not_in_master,Navexel,FAIZ Surthi,Jeddah,JEDDAH,,,,,,,,,,none,Carrier was not found in the Mumbai or Chennai carrier master sheets.,
7337,vendor_not_in_master,Navexel,FAIZ Surthi,Salalah,SALALAH,,,,,,,,,,none,Carrier was not found in the Mumbai or Chennai carrier master sheets.,
7338,vendor_not_in_master,Navexel,FAIZ Surthi,Hamad,HAMAD,,,,,,,,,,none,Carrier was not found in the Mumbai or Chennai carrier master sheets.,
7339,vendor_not_in_master,Navexel,FAIZ Surthi,Dammam,DAMMAM,,,,,,,,,,none,Carrier was not found in the Mumbai or Chennai carrier master sheets.,
7340,vendor_not_in_master,Navexel,FAIZ Surthi,Rotterdam,ROTTERDAM,,,,,,,,,,none,Carrier was not found in the Mumbai or Chennai carrier master sheets.,
7341,vendor_not_in_master,Navexel,FAIZ Surthi,Antwerp,ANTWERP,,,,,,,,,,none,Carrier was not found in the Mumbai or Chennai carrier master sheets.,
7342,vendor_not_in_master,Navexel,FAIZ Surthi,Hamburg,HAMBURG,,,,,,,,,,none,Carrier was not found in the Mumbai or Chennai carrier master sheets.,
7343,vendor_not_in_master,Navexel,FAIZ Surthi,Valencia,VALENCIA,,,,,,,,,,none,Carrier was not found in the Mumbai or Chennai carrier master sheets.,
7344,vendor_not_in_master,Navexel,FAIZ Surthi,Piraeus,PIRAEUS,,,,,,,,,,none,Carrier was not found in the Mumbai or Chennai carrier master sheets.,
7345,vendor_not_in_master,Navexel,FAIZ Surthi,Bremerhaven,BREMERHAVEN,,,,,,,,,,none,Carrier was not found in the Mumbai or Chennai carrier master sheets.,
7346,vendor_not_in_master,Navexel,FAIZ Surthi,Algeciras,ALGECIRAS,,,,,,,,,,none,Carrier was not found in the Mumbai or Chennai carrier master sheets.,
7347,vendor_not_in_master,Navexel,FAIZ Surthi,Barcelona,BARCELONA,,,,,,,,,,none,Carrier was not found in the Mumbai or Chennai carrier master sheets.,
7348,vendor_not_in_master,Navexel,FAIZ Surthi,Le Havre,LE HAVRE,,,,,,,,,,none,Carrier was not found in the Mumbai or Chennai carrier master sheets.,
7349,vendor_not_in_master,Navexel,FAIZ Surthi,Valencia,VALENCIA,,,,,,,,,,none,Carrier was not found in the Mumbai or Chennai carrier master sheets.,
7350,vendor_not_in_master,Navexel,FAIZ Surthi,Barcelona,BARCELONA,,,,,,,,,,none,Carrier was not found in the Mumbai or Chennai carrier master sheets.,
7351,vendor_not_in_master,Navexel,FAIZ Surthi,Piraeus,PIRAEUS,,,,,,,,,,none,Carrier was not found in the Mumbai or Chennai carrier master sheets.,
7352,vendor_not_in_master,Navexel,FAIZ Surthi,Genoa,GENOA,,,,,,,,,,none,Carrier was not found in the Mumbai or Chennai carrier master sheets.,
7353,vendor_not_in_master,Navexel,FAIZ Surthi,Naples,NAPLES,,,,,,,,,,none,Carrier was not found in the Mumbai or Chennai carrier master sheets.,
7354,vendor_not_in_master,Navexel,FAIZ Surthi,Livorno,LIVORNO,,,,,,,,,,none,Carrier was not found in the Mumbai or Chennai carrier master sheets.,
7355,vendor_not_in_master,Navexel,FAIZ Surthi,Marseille,MARSEILLE,,,,,,,,,,none,Carrier was not found in the Mumbai or Chennai carrier master sheets.,
7356,vendor_not_in_master,Navexel,FAIZ Surthi,Limassol,LIMASSOL,,,,,,,,,,none,Carrier was not found in the Mumbai or Chennai carrier master sheets.,
7357,vendor_not_in_master,Navexel,FAIZ Surthi,Tanger Med,TANGER MED,,,,,,,,,,none,Carrier was not found in the Mumbai or Chennai carrier master sheets.,
7358,vendor_not_in_master,Navexel,FAIZ Surthi,Port Said,PORT SAID,,,,,,,,,,none,Carrier was not found in the Mumbai or Chennai carrier master sheets.,
7359,vendor_not_in_master,Navexel,FAIZ Surthi,Casablanca,CASABLANCA,,,,,,,,,,none,Carrier was not found in the Mumbai or Chennai carrier master sheets.,
7360,vendor_not_in_master,Navexel,FAIZ Surthi,Rades,RADES,,,,,,,,,,none,Carrier was not found in the Mumbai or Chennai carrier master sheets.,
7361,vendor_not_in_master,Navexel,FAIZ Surthi,Alexandria,ALEXANDRIA,,,,,,,,,,none,Carrier was not found in the Mumbai or Chennai carrier master sheets.,
7362,vendor_not_in_master,Navexel,FAIZ Surthi,Abidjan,ABIDJAN,,,,,,,,,,none,Carrier was not found in the Mumbai or Chennai carrier master sheets.,
7363,vendor_not_in_master,Navexel,FAIZ Surthi,Lome,LOME,,,,,,,,,,none,Carrier was not found in the Mumbai or Chennai carrier master sheets.,
7364,vendor_not_in_master,Navexel,FAIZ Surthi,Tema,TEMA,,,,,,,,,,none,Carrier was not found in the Mumbai or Chennai carrier master sheets.,
7365,vendor_not_in_master,Navexel,FAIZ Surthi,Apapa,APAPA,,,,,,,,,,none,Carrier was not found in the Mumbai or Chennai carrier master sheets.,
7366,vendor_not_in_master,Navexel,FAIZ Surthi,Dakar,DAKAR,,,,,,,,,,none,Carrier was not found in the Mumbai or Chennai carrier master sheets.,
7367,vendor_not_in_master,Navexel,FAIZ Surthi,Mombasa,MOMBASA,,,,,,,,,,none,Carrier was not found in the Mumbai or Chennai carrier master sheets.,
7368,vendor_not_in_master,Navexel,FAIZ Surthi,Dar Es Salaam,DAR ES SALAAM,,,,,,,,,,none,Carrier was not found in the Mumbai or Chennai carrier master sheets.,
7369,vendor_not_in_master,Navexel,FAIZ Surthi,Djibouti,DJIBOUTI,,,,,,,,,,none,Carrier was not found in the Mumbai or Chennai carrier master sheets.,
7370,vendor_not_in_master,Navexel,FAIZ Surthi,Durban,DURBAN,,,,,,,,,,none,Carrier was not found in the Mumbai or Chennai carrier master sheets.,
7371,vendor_not_in_master,Navexel,FAIZ Surthi,Cape Town,CAPE TOWN,,,,,,,,,,none,Carrier was not found in the Mumbai or Chennai carrier master sheets.,
7372,vendor_not_in_master,Navexel,FAIZ Surthi,Maputo,MAPUTO,,,,,,,,,,none,Carrier was not found in the Mumbai or Chennai carrier master sheets.,
7373,vendor_not_in_master,Navexel,FAIZ Surthi,Shanghai,SHANGHAI,,,,,,,,,,none,Carrier was not found in the Mumbai or Chennai carrier master sheets.,
7374,vendor_not_in_master,Navexel,FAIZ Surthi,Singapore,SINGAPORE,,,,,,,,,,none,Carrier was not found in the Mumbai or Chennai carrier master sheets.,
7375,vendor_not_in_master,Navexel,FAIZ Surthi,Shenzhen,SHENZHEN,,,,,,,,,,none,Carrier was not found in the Mumbai or Chennai carrier master sheets.,
7376,vendor_not_in_master,Navexel,FAIZ Surthi,Ningbo,NINGBO,,,,,,,,,,none,Carrier was not found in the Mumbai or Chennai carrier master sheets.,
7377,vendor_not_in_master,Navexel,FAIZ Surthi,Busan,BUSAN,,,,,,,,,,none,Carrier was not found in the Mumbai or Chennai carrier master sheets.,
7378,vendor_not_in_master,Navexel,FAIZ Surthi,Hong Kong,HONG KONG,,,,,,,,,,none,Carrier was not found in the Mumbai or Chennai carrier master sheets.,
7379,vendor_not_in_master,Navexel,FAIZ Surthi,Qingdao,QINGDAO,,,,,,,,,,none,Carrier was not found in the Mumbai or Chennai carrier master sheets.,
7380,vendor_not_in_master,Navexel,FAIZ Surthi,Tianjin,TIANJIN,,,,,,,,,,none,Carrier was not found in the Mumbai or Chennai carrier master sheets.,
7381,vendor_not_in_master,Navexel,FAIZ Surthi,Port Klang,PORT KLANG,,,,,,,,,,none,Carrier was not found in the Mumbai or Chennai carrier master sheets.,
7382,vendor_not_in_master,Navexel,FAIZ Surthi,Guangzhou,GUANGZHOU,,,,,,,,,,none,Carrier was not found in the Mumbai or Chennai carrier master sheets.,
7383,vendor_not_in_master,Navexel,FAIZ Surthi,Kaohsiung,KAOHSIUNG,,,,,,,,,,none,Carrier was not found in the Mumbai or Chennai carrier master sheets.,
7384,vendor_not_in_master,Navexel,FAIZ Surthi,Dalian,DALIAN,,,,,,,,,,none,Carrier was not found in the Mumbai or Chennai carrier master sheets.,
7385,vendor_not_in_master,Navexel,FAIZ Surthi,Laem Chabang,LAEM CHABANG,,,,,,,,,,none,Carrier was not found in the Mumbai or Chennai carrier master sheets.,
7415,vendor_not_in_master,Arkas LINE,Omsagar Bundele,Algiers/Alger,ALGIERS ALGER,,,,,,,,,,none,Carrier was not found in the Mumbai or Chennai carrier master sheets.,
7416,vendor_not_in_master,Arkas LINE,Omsagar Bundele,Anaba,ANABA,,,,,,,,,,none,Carrier was not found in the Mumbai or Chennai carrier master sheets.,
7417,vendor_not_in_master,Arkas LINE,Omsagar Bundele,Oran,ORAN,,,,,,,,,,none,Carrier was not found in the Mumbai or Chennai carrier master sheets.,
7418,vendor_not_in_master,Arkas LINE,Omsagar Bundele,Skikda,SKIKDA,,,,,,,,,,none,Carrier was not found in the Mumbai or Chennai carrier master sheets.,
7419,vendor_not_in_master,Arkas LINE,Omsagar Bundele,Skida,SKIDA,,,,,,,,,,none,Carrier was not found in the Mumbai or Chennai carrier master sheets.,
7420,vendor_not_in_master,Arkas LINE,Omsagar Bundele,"Benghazi,Libiya",BENGHAZI LIBIYA,,,,,,,,,,none,Carrier was not found in the Mumbai or Chennai carrier master sheets.,
7421,vendor_not_in_master,Arkas LINE,Omsagar Bundele,Misurata,MISURATA,,,,,,,,,,none,Carrier was not found in the Mumbai or Chennai carrier master sheets.,
7422,vendor_not_in_master,Arkas LINE,Omsagar Bundele,Tripoli,TRIPOLI,,,,,,,,,,none,Carrier was not found in the Mumbai or Chennai carrier master sheets.,
7423,vendor_not_in_master,Arkas LINE,Omsagar Bundele,Casablanca,CASABLANCA,,,,,,,,,,none,Carrier was not found in the Mumbai or Chennai carrier master sheets.,
7424,vendor_not_in_master,Arkas LINE,Omsagar Bundele,Sfax Tunisia,SFAX TUNISIA,,,,,,,,,,none,Carrier was not found in the Mumbai or Chennai carrier master sheets.,
7425,vendor_not_in_master,Arkas LINE,Omsagar Bundele,Tunisia,TUNISIA,,,,,,,,,,none,Carrier was not found in the Mumbai or Chennai carrier master sheets.,
7426,vendor_not_in_master,Arkas LINE,Omsagar Bundele,Alexandria,ALEXANDRIA,,,,,,,,,,none,Carrier was not found in the Mumbai or Chennai carrier master sheets.,
7427,vendor_not_in_master,Arkas LINE,Omsagar Bundele,Port Said,PORT SAID,,,,,,,,,,none,Carrier was not found in the Mumbai or Chennai carrier master sheets.,
7428,vendor_not_in_master,Arkas LINE,Omsagar Bundele,Piraeus,PIRAEUS,,,,,,,,,,none,Carrier was not found in the Mumbai or Chennai carrier master sheets.,
7429,vendor_not_in_master,Arkas LINE,Omsagar Bundele,Thessalonki,THESSALONKI,,,,,,,,,,none,Carrier was not found in the Mumbai or Chennai carrier master sheets.,
7430,vendor_not_in_master,Arkas LINE,Omsagar Bundele,Beirut,BEIRUT,,,,,,,,,,none,Carrier was not found in the Mumbai or Chennai carrier master sheets.,
7431,vendor_not_in_master,Arkas LINE,Omsagar Bundele,Latakia,LATAKIA,,,,,,,,,,none,Carrier was not found in the Mumbai or Chennai carrier master sheets.,
7432,vendor_not_in_master,Arkas LINE,Omsagar Bundele,Aliaga,ALIAGA,,,,,,,,,,none,Carrier was not found in the Mumbai or Chennai carrier master sheets.,
7433,vendor_not_in_master,Arkas LINE,Omsagar Bundele,Amberli/Marport/Istanbul,AMBERLI MARPORT ISTANBUL,,,,,,,,,,none,Carrier was not found in the Mumbai or Chennai carrier master sheets.,
7434,vendor_not_in_master,Arkas LINE,Omsagar Bundele,Gemlik,GEMLIK,,,,,,,,,,none,Carrier was not found in the Mumbai or Chennai carrier master sheets.,
7435,vendor_not_in_master,Arkas LINE,Omsagar Bundele,Iskendrun,ISKENDRUN,,,,,,,,,,none,Carrier was not found in the Mumbai or Chennai carrier master sheets.,
7436,vendor_not_in_master,Arkas LINE,Omsagar Bundele,Mersin,MERSIN,,,,,,,,,,none,Carrier was not found in the Mumbai or Chennai carrier master sheets.,
7437,vendor_not_in_master,Arkas LINE,Omsagar Bundele,Port Of Gebze/Evyap/Izmit,PORT OF GEBZE EVYAP IZMIT,,,,,,,,,,none,Carrier was not found in the Mumbai or Chennai carrier master sheets.,
7438,vendor_not_in_master,Arkas LINE,Omsagar Bundele,Fous Sur Mer,FOUS SUR MER,,,,,,,,,,none,Carrier was not found in the Mumbai or Chennai carrier master sheets.,
7439,vendor_not_in_master,Arkas LINE,Omsagar Bundele,Genoa,GENOA,,,,,,,,,,none,Carrier was not found in the Mumbai or Chennai carrier master sheets.,
7440,vendor_not_in_master,Arkas LINE,Omsagar Bundele,Laz Pezia,LAZ PEZIA,,,,,,,,,,none,Carrier was not found in the Mumbai or Chennai carrier master sheets.,
7441,vendor_not_in_master,Arkas LINE,Omsagar Bundele,Salerno,SALERNO,,,,,,,,,,none,Carrier was not found in the Mumbai or Chennai carrier master sheets.,
7442,vendor_not_in_master,Arkas LINE,Omsagar Bundele,Barcelona,BARCELONA,,,,,,,,,,none,Carrier was not found in the Mumbai or Chennai carrier master sheets.,
7443,vendor_not_in_master,Arkas LINE,Omsagar Bundele,Valencia,VALENCIA,,,,,,,,,,none,Carrier was not found in the Mumbai or Chennai carrier master sheets.,
7444,vendor_not_in_master,Arkas LINE,Omsagar Bundele,Djibouti,DJIBOUTI,,,,,,,,,,none,Carrier was not found in the Mumbai or Chennai carrier master sheets.,
7445,vendor_not_in_master,Arkas LINE,Omsagar Bundele,Aqaba,AQABA,,,,,,,,,,none,Carrier was not found in the Mumbai or Chennai carrier master sheets.,
7446,vendor_not_in_master,Arkas LINE,Omsagar Bundele,Jeddah,JEDDAH,,,,,,,,,,none,Carrier was not found in the Mumbai or Chennai carrier master sheets.,
7447,vendor_not_in_master,Arkas LINE,Omsagar Bundele,Port Sudan,PORT SUDAN,,,,,,,,,,none,Carrier was not found in the Mumbai or Chennai carrier master sheets.,
7448,vendor_not_in_master,Arkas LINE,Omsagar Bundele,Burgas,BURGAS,,,,,,,,,,none,Carrier was not found in the Mumbai or Chennai carrier master sheets.,
7449,vendor_not_in_master,Arkas LINE,Omsagar Bundele,Poti,POTI,,,,,,,,,,none,Carrier was not found in the Mumbai or Chennai carrier master sheets.,
7450,vendor_not_in_master,Arkas LINE,Omsagar Bundele,Novorossiysk,NOVOROSSIYSK,,,,,,,,,,none,Carrier was not found in the Mumbai or Chennai carrier master sheets.,
7451,vendor_not_in_master,Arkas LINE,Omsagar Bundele,Varna,VARNA,,,,,,,,,,none,Carrier was not found in the Mumbai or Chennai carrier master sheets.,
7452,vendor_not_in_master,Arkas LINE,Omsagar Bundele,Constanza,CONSTANZA,,,,,,,,,,none,Carrier was not found in the Mumbai or Chennai carrier master sheets.,
7453,vendor_not_in_master,Arkas LINE,Omsagar Bundele,Constanta,CONSTANTA,,,,,,,,,,none,Carrier was not found in the Mumbai or Chennai carrier master sheets.,
7454,vendor_not_in_master,Arkas LINE,Omsagar Bundele,Dakar,DAKAR,,,,,,,,,,none,Carrier was not found in the Mumbai or Chennai carrier master sheets.,
7455,vendor_not_in_master,Arkas LINE,Omsagar Bundele,Abidjan,ABIDJAN,,,,,,,,,,none,Carrier was not found in the Mumbai or Chennai carrier master sheets.,
7456,vendor_not_in_master,Arkas LINE,Omsagar Bundele,Apapa,APAPA,,,,,,,,,,none,Carrier was not found in the Mumbai or Chennai carrier master sheets.,
7457,vendor_not_in_master,Arkas LINE,Omsagar Bundele,Tincan,TINCAN,,,,,,,,,,none,Carrier was not found in the Mumbai or Chennai carrier master sheets.,
7458,vendor_not_in_master,Arkas LINE,Omsagar Bundele,Nouakchott,NOUAKCHOTT,,,,,,,,,,none,Carrier was not found in the Mumbai or Chennai carrier master sheets.,
7459,vendor_not_in_master,Arkas LINE,Omsagar Bundele,Tema,TEMA,,,,,,,,,,none,Carrier was not found in the Mumbai or Chennai carrier master sheets.,
7460,vendor_not_in_master,Arkas LINE,Omsagar Bundele,Cotonou,COTONOU,,,,,,,,,,none,Carrier was not found in the Mumbai or Chennai carrier master sheets.,
7461,vendor_not_in_master,TS LINE,Pranav JANI,Hongkong,HONGKONG,,,,,,,,,,none,Carrier was not found in the Mumbai or Chennai carrier master sheets.,
7462,vendor_not_in_master,TS LINE,Pranav JANI,Busan,BUSAN,,,,,,,,,,none,Carrier was not found in the Mumbai or Chennai carrier master sheets.,
7463,vendor_not_in_master,TS LINE,Pranav JANI,Incheon,INCHEON,,,,,,,,,,none,Carrier was not found in the Mumbai or Chennai carrier master sheets.,
7464,vendor_not_in_master,TS LINE,Pranav JANI,Kwangyang,KWANGYANG,,,,,,,,,,none,Carrier was not found in the Mumbai or Chennai carrier master sheets.,
7465,vendor_not_in_master,TS LINE,Pranav JANI,Tokyo,TOKYO,,,,,,,,,,none,Carrier was not found in the Mumbai or Chennai carrier master sheets.,
7466,vendor_not_in_master,TS LINE,Pranav JANI,Yokohama,YOKOHAMA,,,,,,,,,,none,Carrier was not found in the Mumbai or Chennai carrier master sheets.,
7467,vendor_not_in_master,TS LINE,Pranav JANI,Osaka,OSAKA,,,,,,,,,,none,Carrier was not found in the Mumbai or Chennai carrier master sheets.,
7468,vendor_not_in_master,TS LINE,Pranav JANI,Kobe,KOBE,,,,,,,,,,none,Carrier was not found in the Mumbai or Chennai carrier master sheets.,
7469,vendor_not_in_master,TS LINE,Pranav JANI,Moji,MOJI,,,,,,,,,,none,Carrier was not found in the Mumbai or Chennai carrier master sheets.,
7470,vendor_not_in_master,TS LINE,Pranav JANI,Qingdao,QINGDAO,,,,,,,,,,none,Carrier was not found in the Mumbai or Chennai carrier master sheets.,
7471,vendor_not_in_master,TS LINE,Pranav JANI,Shanghai,SHANGHAI,,,,,,,,,,none,Carrier was not found in the Mumbai or Chennai carrier master sheets.,
7472,vendor_not_in_master,TS LINE,Pranav JANI,Shekou,SHEKOU,,,,,,,,,,none,Carrier was not found in the Mumbai or Chennai carrier master sheets.,
7473,vendor_not_in_master,TS LINE,Pranav JANI,Xingang,XINGANG,,,,,,,,,,none,Carrier was not found in the Mumbai or Chennai carrier master sheets.,
7474,vendor_not_in_master,TS LINE,Pranav JANI,Ningbo,NINGBO,,,,,,,,,,none,Carrier was not found in the Mumbai or Chennai carrier master sheets.,
7475,vendor_not_in_master,TS LINE,Pranav JANI,Shunde,SHUNDE,,,,,,,,,,none,Carrier was not found in the Mumbai or Chennai carrier master sheets.,
7476,vendor_not_in_master,TS LINE,Pranav JANI,Xiamen,XIAMEN,,,,,,,,,,none,Carrier was not found in the Mumbai or Chennai carrier master sheets.,
7477,vendor_not_in_master,TS LINE,Pranav JANI,Nansha,NANSHA,,,,,,,,,,none,Carrier was not found in the Mumbai or Chennai carrier master sheets.,
7478,vendor_not_in_master,TS LINE,Pranav JANI,Qinzhou,QINZHOU,,,,,,,,,,none,Carrier was not found in the Mumbai or Chennai carrier master sheets.,
7479,vendor_not_in_master,TS LINE,Pranav JANI,Yantian,YANTIAN,,,,,,,,,,none,Carrier was not found in the Mumbai or Chennai carrier master sheets.,
7480,vendor_not_in_master,TS LINE,Pranav JANI,Zhangjiagang,ZHANGJIAGANG,,,,,,,,,,none,Carrier was not found in the Mumbai or Chennai carrier master sheets.,
7481,vendor_not_in_master,TS LINE,Pranav JANI,Zhanjiang,ZHANJIANG,,,,,,,,,,none,Carrier was not found in the Mumbai or Chennai carrier master sheets.,
7482,vendor_not_in_master,TS LINE,Pranav JANI,Huangpu,HUANGPU,,,,,,,,,,none,Carrier was not found in the Mumbai or Chennai carrier master sheets.,
7483,vendor_not_in_master,TS LINE,Pranav JANI,Sansui,SANSUI,,,,,,,,,,none,Carrier was not found in the Mumbai or Chennai carrier master sheets.,
7484,vendor_not_in_master,TS LINE,Pranav JANI,Singapore,SINGAPORE,,,,,,,,,,none,Carrier was not found in the Mumbai or Chennai carrier master sheets.,
7485,vendor_not_in_master,TS LINE,Pranav JANI,Pasir Gudang,PASIR GUDANG,,,,,,,,,,none,Carrier was not found in the Mumbai or Chennai carrier master sheets.,
7486,vendor_not_in_master,TS LINE,Pranav JANI,Penang,PENANG,,,,,,,,,,none,Carrier was not found in the Mumbai or Chennai carrier master sheets.,
7487,vendor_not_in_master,TS LINE,Pranav JANI,Port Kelang West,PORT KELANG WEST,,,,,,,,,,none,Carrier was not found in the Mumbai or Chennai carrier master sheets.,
7488,vendor_not_in_master,TS LINE,Pranav JANI,Manila North,MANILA NORTH,,,,,,,,,,none,Carrier was not found in the Mumbai or Chennai carrier master sheets.,
7489,vendor_not_in_master,TS LINE,Pranav JANI,Manila South,MANILA SOUTH,,,,,,,,,,none,Carrier was not found in the Mumbai or Chennai carrier master sheets.,
7490,vendor_not_in_master,TS LINE,Pranav JANI,Kaohsiung,KAOHSIUNG,,,,,,,,,,none,Carrier was not found in the Mumbai or Chennai carrier master sheets.,
7491,vendor_not_in_master,TS LINE,Pranav JANI,Taichung,TAICHUNG,,,,,,,,,,none,Carrier was not found in the Mumbai or Chennai carrier master sheets.,
7492,vendor_not_in_master,TS LINE,Pranav JANI,Keelung,KEELUNG,,,,,,,,,,none,Carrier was not found in the Mumbai or Chennai carrier master sheets.,
7493,vendor_not_in_master,TS LINE,Pranav JANI,Manzanillo,MANZANILLO,,,,,,,,,,none,Carrier was not found in the Mumbai or Chennai carrier master sheets.,
7494,vendor_not_in_master,TS LINE,Pranav JANI,Brisbane,BRISBANE,,,,,,,,,,none,Carrier was not found in the Mumbai or Chennai carrier master sheets.,
7495,vendor_not_in_master,TS LINE,Pranav JANI,Melbourne,MELBOURNE,,,,,,,,,,none,Carrier was not found in the Mumbai or Chennai carrier master sheets.,
7496,vendor_not_in_master,TS LINE,Pranav JANI,Sydney,SYDNEY,,,,,,,,,,none,Carrier was not found in the Mumbai or Chennai carrier master sheets.,
7559,vendor_not_in_master,Monter Shipping,Siddharth,Chattogram,CHATTOGRAM,,,,,,,,,,none,Carrier was not found in the Mumbai or Chennai carrier master sheets.,
7560,vendor_not_in_master,Monter Shipping,Siddharth,Jakarta/Surabaya,JAKARTA SURABAYA,,,,,,,,,,none,Carrier was not found in the Mumbai or Chennai carrier master sheets.,
7561,vendor_not_in_master,Monter Shipping,Siddharth,Vietnam,VIETNAM,,,,,,,,,,none,Carrier was not found in the Mumbai or Chennai carrier master sheets.,
7562,vendor_not_in_master,Monter Shipping,Siddharth,Singapore,SINGAPORE,,,,,,,,,,none,Carrier was not found in the Mumbai or Chennai carrier master sheets.,
7563,vendor_not_in_master,Monter Shipping,Siddharth,Portklang,PORTKLANG,,,,,,,,,,none,Carrier was not found in the Mumbai or Chennai carrier master sheets.,
7564,vendor_not_in_master,Monter Shipping,Siddharth,Yangon,YANGON,,,,,,,,,,none,Carrier was not found in the Mumbai or Chennai carrier master sheets.,
7565,vendor_not_in_master,Monter Shipping,Siddharth,Laemchabang,LAEMCHABANG,,,,,,,,,,none,Carrier was not found in the Mumbai or Chennai carrier master sheets.,
7566,vendor_not_in_master,Seastar Global,Vikas,Jeddah,JEDDAH,,,,,,,,,,none,Carrier was not found in the Mumbai or Chennai carrier master sheets.,
7567,vendor_not_in_master,Seastar Global,Vikas,Al Sokhna,AL SOKHNA,,,,,,,,,,none,Carrier was not found in the Mumbai or Chennai carrier master sheets.,
7568,vendor_not_in_master,Seastar Global,Vikas,Aqaba,AQABA,,,,,,,,,,none,Carrier was not found in the Mumbai or Chennai carrier master sheets.,
7569,vendor_not_in_master,Seastar Global,Vikas,Port Sudan,PORT SUDAN,,,,,,,,,,none,Carrier was not found in the Mumbai or Chennai carrier master sheets.,
7570,vendor_not_in_master,Seastar Global,Vikas,Djibouti,DJIBOUTI,,,,,,,,,,none,Carrier was not found in the Mumbai or Chennai carrier master sheets.,
7571,vendor_not_in_master,Seastar Global,Vikas,Aden,ADEN,,,,,,,,,,none,Carrier was not found in the Mumbai or Chennai carrier master sheets.,
7572,vendor_not_in_master,Seastar Global,Vikas,Dammam,DAMMAM,,,,,,,,,,none,Carrier was not found in the Mumbai or Chennai carrier master sheets.,
7573,vendor_not_in_master,Seastar Global,Vikas,Riyadh,RIYADH,,,,,,,,,,none,Carrier was not found in the Mumbai or Chennai carrier master sheets.,
7574,vendor_not_in_master,Seastar Global,Vikas,Umm Qasar,UMM QASAR,,,,,,,,,,none,Carrier was not found in the Mumbai or Chennai carrier master sheets.,
